"Categoria Tariffa","Tipo BP","Stato Utenza","Stato Utenza IS-U","Conto Co.Ge.","Fatturato emesso","Totale Inevaso","Credito NON Scaduto","Credito Scaduto","Aging credito scaduto:30gg","Aging credito scaduto:60gg","Aging credito scaduto:90gg","Aging credito scaduto:120gg","Aging credito scaduto:150gg","Aging credito scaduto:180gg","Aging credito scaduto:360gg","Aging credito scaduto:720gg","Aging credito scaduto:over 720gg","codice_BP"
"Non Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002145"
"Non Domestiche","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","","2,932.50 EUR","","2,932.50 EUR","","","","","","","","","2,932.50 EUR","1000003000"
"Non Domestiche","Organizzazione","Cessato","ATTIVA","Crv/Comuni p/ut isu","","48.42 EUR","","48.42 EUR","","","","","","","","","48.42 EUR","1000002226"
"Non Domestiche","Privato","Attivo","ATTIVA","Crediti v utenti isu","","11,643.19 EUR","","11,643.19 EUR","","","","","","","","","11,643.19 EUR","1000001796"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000001725"
"Non Domestiche","Privato","Cessato","ATTIVA","Crediti v utenti isu","","41,098.20 EUR","","41,098.20 EUR","","","","","","","","","41,098.20 EUR","1000001935"
"Condominiali Miste","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000003273"
"Condominiali Miste","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002021"
"Condominiali Miste","Privato","Cessato","ATTIVA","Crediti v utenti isu","","1,372.30 EUR","","1,372.30 EUR","","","","","","","","","1,372.30 EUR","1000001625"
"Pubbliche Comunali","Cliente a trattamento Speciale","Cessato","ATTIVA","Cr v/C.nti ut roma c","","1.20 EUR","","1.20 EUR","","","","","","","","","1.20 EUR","1000002478"
"Pubbliche Comunali","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","","342.73 EUR","","342.73 EUR","","","","","","","","","342.73 EUR","1000002732"
"Pubbliche Comunali","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002551"
"Pubbliche Comunali","Organizzazione","Cessato","ATTIVA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002175"
"Uso Antincendio","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","","-51.02 EUR","","-51.02 EUR","","","","","","","","","-51.02 EUR","1000002529"
"Uso Antincendio","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","","33.56 EUR","","33.56 EUR","","","","","","","","","33.56 EUR","1000002601"
"Scarichi Civili","Privato","Attivo","ATTIVA","Crediti v utenti isu","","941.90 EUR","","941.90 EUR","","","","","","","","","941.90 EUR","1000001213"
"Senza attribuz.","Cliente a trattamento Speciale","Cessato","CESSATA","Cr v/C.nti ut roma c","","198.80 EUR","","198.80 EUR","","","","","","","","","198.80 EUR","1000002447"
"Senza attribuz.","Organizzazione","Cessato","CESSATA","Crediti v utenti isu","","-142,607.28 EUR","","-142,607.28 EUR","","","","","","","","","-142,607.28 EUR","1000002806"
"Senza attribuz.","Organizzazione","Cessato","CESSATA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002886"
"Senza attribuz.","Correlate / Collegate","Cessato","CESSATA","Crediti v utenti isu","","2,660.85 EUR","","2,660.85 EUR","","","","","","","","","2,660.85 EUR","1000002115"
"Senza attribuz.","Privato","Attivo","CESSATA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000001397"
"Senza attribuz.","Privato","Cessato","CESSATA","Crediti v utenti isu","","-295,349.41 EUR","","-295,349.41 EUR","","","","","","","","","-295,349.41 EUR","1000001514"
"Senza attribuz.","Senza attribuz.","Senza attribuz.","CESSATA","Senza attribuz.","474,032,947.22 EUR","","","","","","","","","","","","","1000002667"
"Domestiche Residenti","Cliente a trattamento Speciale","Attivo","ATTIVA","Senza attribuz.","644.08 EUR","","","","","","","","","","","","","1000003304"
"Domestiche Residenti","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","","360.18 EUR","","360.18 EUR","","","","","","","","","360.18 EUR","1000003205"
"Domestiche Residenti","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002839"
"Domestiche Residenti","Organizzazione","Attivo","ATTIVA","Senza attribuz.","130,507.89 EUR","","","","","","","","","","","","","1000002206"
"Domestiche Residenti","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","15,214.67 EUR","","","","","","","","","","","","","1000003186"
"Domestiche Residenti","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","","49.54 EUR","","49.54 EUR","","","","","","","","","49.54 EUR","1000002792"
"Domestiche Residenti","Organizzazione","Cessato","ATTIVA","Senza attribuz.","-104,219.67 EUR","","","","","","","","","","","","","1000002530"
"Domestiche Residenti","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","1,259.65 EUR","","","","","","","","","","","","","1000002235"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Crediti v utenti isu","","413,186.62 EUR","","413,186.62 EUR","","","","","","","","259.76 EUR","412,926.86 EUR","1000001711"
"Domestiche Residenti","Privato","Attivo","ATTIVA","Senza attribuz.","60,730,157.25 EUR","","","","","","","","","","","","","1000001272"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","30,853.32 EUR","","30,853.32 EUR","","","","","","","","","30,853.32 EUR","1000001317"
"Domestiche Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","2,735,629.80 EUR","","","","","","","","","","","","","1000001047"
"Domestiche Residenti","Privato","Cessato","ATTIVA","Crediti v utenti isu","","151,718.01 EUR","","151,718.01 EUR","","","","","","","","0.00 EUR","151,718.01 EUR","1000001846"
"Domestiche Residenti","Privato","Cessato","ATTIVA","Senza attribuz.","9,423,497.24 EUR","","","","","","","","","","","","","1000001363"
"Domestiche Residenti","Gruppo","Attivo","ATTIVA","Senza attribuz.","3,985.38 EUR","","","","","","","","","","","","","1000002757"
"Domestiche Non Residenti","Organizzazione","Attivo","ATTIVA","Senza attribuz.","179.68 EUR","","","","","","","","","","","","","1000003199"
"Domestiche Non Residenti","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","367.88 EUR","","","","","","","","","","","","","1000002525"
"Domestiche Non Residenti","Organizzazione","Cessato","ATTIVA","Senza attribuz.","1,092.23 EUR","","","","","","","","","","","","","1000002296"
"Domestiche Non Residenti","Privato","Attivo","ATTIVA","Crediti v utenti isu","","571.81 EUR","","571.81 EUR","","","","","","","","","571.81 EUR","1000001341"
"Domestiche Non Residenti","Privato","Attivo","ATTIVA","Senza attribuz.","1,269,364.55 EUR","","","","","","","","","","","","","1000001639"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","144.12 EUR","","144.12 EUR","","","","","","","","","144.12 EUR","1000001909"
"Domestiche Non Residenti","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","89,262.29 EUR","","","","","","","","","","","","","1000001933"
"Domestiche Non Residenti","Privato","Cessato","ATTIVA","Crediti v utenti isu","","1,530.16 EUR","","1,530.16 EUR","","","","","","","","","1,530.16 EUR","1000001391"
"Domestiche Non Residenti","Privato","Cessato","ATTIVA","Senza attribuz.","291,708.55 EUR","","","","","","","","","","","","","1000001273"
"Condominiali Domestiche","Cliente a trattamento Speciale","Attivo","ATTIVA","Senza attribuz.","59,767.21 EUR","","","","","","","","","","","","","1000003011"
"Condominiali Domestiche","Cliente a trattamento Speciale","Cessato","ATTIVA","Senza attribuz.","-67,455.93 EUR","","","","","","","","","","","","","1000002147"
"Condominiali Domestiche","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","","419,338.28 EUR","","419,338.28 EUR","","","","","","","","","419,338.28 EUR","1000003281"
"Condominiali Domestiche","Organizzazione","Attivo","ATTIVA","Senza attribuz.","14,968,729.73 EUR","","","","","","","","","","","","","1000003183"
"Condominiali Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","2,545,842.93 EUR","","","","","","","","","","","","","1000003305"
"Condominiali Domestiche","Organizzazione","Cessato","ATTIVA","Senza attribuz.","2,904,433.36 EUR","","","","","","","","","","","","","1000002721"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Crediti v utenti isu","","125,328.13 EUR","","125,328.13 EUR","","","","","","","","","125,328.13 EUR","1000002025"
"Condominiali Domestiche","Privato","Attivo","ATTIVA","Senza attribuz.","177,117,912.87 EUR","","","","","","","","","","","","","1000001277"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","13,858.82 EUR","","13,858.82 EUR","","","","","","","","","13,858.82 EUR","1000001507"
"Condominiali Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","3,521,664.45 EUR","","","","","","","","","","","","","1000001318"
"Condominiali Domestiche","Privato","Cessato","ATTIVA","Crediti v utenti isu","","99,350.45 EUR","","99,350.45 EUR","","","","","","","","","99,350.45 EUR","1000001612"
"Condominiali Domestiche","Privato","Cessato","ATTIVA","Senza attribuz.","9,495,369.06 EUR","","","","","","","","","","","","","1000001965"
"Non Domestiche","Cliente a trattamento Speciale","Attivo","ATTIVA","Cr v/C.nti ut roma c","","1,972.64 EUR","","1,972.64 EUR","","","","","","","","","1,972.64 EUR","1000003056"
"Non Domestiche","Cliente a trattamento Speciale","Attivo","ATTIVA","Senza attribuz.","5,303,422.20 EUR","","","","","","","","","","","","","1000002782"
"Non Domestiche","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","77,249.89 EUR","","","","","","","","","","","","","1000002261"
"Non Domestiche","Cliente a trattamento Speciale","Cessato","ATTIVA","Senza attribuz.","663,139.48 EUR","","","","","","","","","","","","","1000002123"
"Non Domestiche","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","","114,249.52 EUR","","114,249.52 EUR","","","","","","","","","114,249.52 EUR","1000002117"
"Non Domestiche","Organizzazione","Attivo","ATTIVA","Senza attribuz.","21,129,833.80 EUR","","","","","","","","","","","","","1000002582"
"Non Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","13,709.62 EUR","","13,709.62 EUR","","","","","","","","","13,709.62 EUR","1000002509"
"Non Domestiche","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","872,008.85 EUR","","","","","","","","","","","","","1000003025"
"Non Domestiche","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","","61,505.10 EUR","","61,505.10 EUR","","","","","","","","","61,505.10 EUR","1000002930"
"Non Domestiche","Organizzazione","Cessato","ATTIVA","Senza attribuz.","3,995,168.33 EUR","","","","","","","","","","","","","1000002176"
"Non Domestiche","Correlate / Collegate","Attivo","ATTIVA","Crediti v utenti isu","","17.26 EUR","","17.26 EUR","","","","","","","","","17.26 EUR","1000002197"
"Non Domestiche","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","1,371,011.56 EUR","","","","","","","","","","","","","1000003184"
"Non Domestiche","Correlate / Collegate","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","220,485.60 EUR","","","","","","","","","","","","","1000002780"
"Non Domestiche","Correlate / Collegate","Cessato","ATTIVA","Cred.v/cor.te ACEA","","-22,221.76 EUR","","-22,221.76 EUR","","","","","","","","","-22,221.76 EUR","1000002487"
"Non Domestiche","Correlate / Collegate","Cessato","ATTIVA","Senza attribuz.","721,568.42 EUR","","","","","","","","","","","","","1000002146"
"Non Domestiche","Privato","Attivo","ATTIVA","Crediti v utenti isu","","242,482.23 EUR","","242,482.23 EUR","","","","","","","","","242,482.23 EUR","1000001020"
"Non Domestiche","Privato","Attivo","ATTIVA","Senza attribuz.","45,331,409.43 EUR","","","","","","","","","","","","","1000001195"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","77,256.40 EUR","","77,256.40 EUR","","","","","","","","","77,256.40 EUR","1000001632"
"Non Domestiche","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","6,535,137.42 EUR","","","","","","","","","","","","","1000001656"
"Non Domestiche","Privato","Cessato","ATTIVA","Crediti v utenti isu","","224,702.07 EUR","","224,702.07 EUR","","","","","","","","","224,702.07 EUR","1000002012"
"Non Domestiche","Privato","Cessato","ATTIVA","Senza attribuz.","20,614,993.52 EUR","","","","","","","","","","","","","1000002048"
"Non Domestiche","Gruppo","Attivo","ATTIVA","Cr autocons isu","","484.04 EUR","","484.04 EUR","","","","","","","","","484.04 EUR","1000003074"
"Non Domestiche","Gruppo","Attivo","ATTIVA","Senza attribuz.","4,180,897.47 EUR","","","","","","","","","","","","","1000003316"
"Non Domestiche","Gruppo","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","2,319.92 EUR","","","","","","","","","","","","","1000002297"
"Non Domestiche","Gruppo","Cessato","ATTIVA","Senza attribuz.","3,843.49 EUR","","","","","","","","","","","","","1000002726"
"Condominiali Miste","Organizzazione","Attivo","ATTIVA","Crediti v utenti isu","","216.63 EUR","","216.63 EUR","","","","","","","","","216.63 EUR","1000002190"
"Condominiali Miste","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000003136"
"Condominiali Miste","Organizzazione","Attivo","ATTIVA","Senza attribuz.","300,232.50 EUR","","","","","","","","","","","","","1000003092"
"Condominiali Miste","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","34,634.30 EUR","","","","","","","","","","","","","1000002992"
"Condominiali Miste","Organizzazione","Cessato","ATTIVA","Crediti v utenti isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002967"
"Condominiali Miste","Organizzazione","Cessato","ATTIVA","Senza attribuz.","67,659.24 EUR","","","","","","","","","","","","","1000003083"
"Condominiali Miste","Privato","Attivo","ATTIVA","Crediti v utenti isu","","70,192.71 EUR","","70,192.71 EUR","","","","","","","","","70,192.71 EUR","1000001455"
"Condominiali Miste","Privato","Attivo","ATTIVA","Senza attribuz.","14,150,140.90 EUR","","","","","","","","","","","","","1000002005"
"Condominiali Miste","Privato","Cessato con Conto Finale emesso","ATTIVA","Crediti v utenti isu","","1,077.82 EUR","","1,077.82 EUR","","","","","","","","","1,077.82 EUR","1000001513"
"Condominiali Miste","Privato","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","404,116.41 EUR","","","","","","","","","","","","","1000001821"
"Condominiali Miste","Privato","Cessato","ATTIVA","Crediti v utenti isu","","1,599.40 EUR","","1,599.40 EUR","","","","","","","","","1,599.40 EUR","1000001339"
"Condominiali Miste","Privato","Cessato","ATTIVA","Senza attribuz.","823,258.16 EUR","","","","","","","","","","","","","1000001403"
"Pubbliche Comunali","Cliente a trattamento Speciale","Attivo","ATTIVA","Cr v/C.nti ut roma c","","8,889.86 EUR","","8,889.86 EUR","","","","","","","","","8,889.86 EUR","1000003141"
"Pubbliche Comunali","Cliente a trattamento Speciale","Attivo","ATTIVA","Senza attribuz.","17,028,904.05 EUR","","","","","","","","","","","","","1000002808"
"Pubbliche Comunali","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","ATTIVA","Cr v/C.nti ut roma c","","13,790.07 EUR","","13,790.07 EUR","","","","","","","","","13,790.07 EUR","1000002888"
"Pubbliche Comunali","Cliente a trattamento Speciale","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","263,185.13 EUR","","","","","","","","","","","","","1000002518"
"Pubbliche Comunali","Cliente a trattamento Speciale","Cessato","ATTIVA","Senza attribuz.","460,396.43 EUR","","","","","","","","","","","","","1000002680"
"Pubbliche Comunali","Organizzazione","Attivo","ATTIVA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002318"
"Pubbliche Comunali","Organizzazione","Attivo","ATTIVA","Senza attribuz.","934,196.03 EUR","","","","","","","","","","","","","1000003077"
"Pubbliche Comunali","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000003017"
"Pubbliche Comunali","Organizzazione","Cessato con Conto Finale emesso","ATTIVA","Senza attribuz.","72,675.36 EUR","","","","","","","","","","","","","1000002137"
"Pubbliche Comunali","Organizzazione","Cessato","ATTIVA","Crv/Comuni p/ut isu","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000002483"
"Pubbliche Comunali","Organizzazione","Cessato","ATTIVA","Senza attribuz.","134,419.99 EUR","","","","","","","","","","","","","1000003212"
"Pubbliche Comunali","Correlate / Collegate","Attivo","ATTIVA","Crediti v utenti isu","","26.35 EUR","","26.35 EUR","","","","","","","","","26.35 EUR","1000002701"
"Pubbliche Comunali","Correlate / Collegate","Attivo","ATTIVA","Senza attribuz.","108,109.42 EUR","","","","","","","","","","","","","1000002866"
"Pubbliche Comunali","Correlate / Collegate","Cessato","ATTIVA","Senza attribuz.","1,023,910.23 EUR","","","","","","","","","","","","","1000003170"
"Pubbliche Comunali","Privato","Attivo","ATTIVA","Senza attribuz.","54,408.01 EUR","","","","","","","","","","","","","1000001648"
"Pubbliche Comunali","Privato","Cessato con Conto Finale emesso","ATTIVA","Cr v/cont.nte isu ut","","0.00 EUR","","0.00 EUR","","","","","","","","","0.00 EUR","1000001156"
