"SR - Tipo BP","ID Service Request","SR - Stato Sistema","SR - Stato utente","SR - Categorizzazione I","SR - Categorizzazione II","SR - Categorizzazione III","SR - Tipo processo","
N. SR","codice_BP"
"Privato","8000366605","Concluso","Chiuso","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000991"
"Privato","8000366607","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000002059"
"Privato","8000366609","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001765"
"Privato","8000366613","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001671"
"Privato","8000366614","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001312"
"Privato","8000366617","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001361"
"Privato","8000366619","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001254"
"Privato","8000366620","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001711"
"Privato","8000366621","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001455"
"Privato","8000366622","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002098"
"Privato","8000366623","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001724"
"Privato","8000366625","Concluso","Annullato","Processi commerciali","Nuova attivazione","Z_NUOVA ATTIVAZIONE/Senza attribuz.","Nuova Attivazione","1","1000000936"
"Privato","8000366626","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001552"
"Privato","8000366627","Aperto","In attesa fatturazione","Gestione utenza","Verifica da Cliente","Verifica metrologica","Verifica da Cliente","1","1000001817"
"Privato","8000366632","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001161"
"Privato","8000366635","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000933"
"Privato","8000366642","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001952"
"Privato","8000366644","Aperto","In lavorazione","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001162"
"Privato","8000366647","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001814"
"Privato","8000366651","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001520"
"Privato","8000366652","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001678"
"Privato","8000366653","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000002082"
"Privato","8000366654","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001423"
"Privato","8000366655","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001338"
"Privato","8000366658","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001674"
"Privato","8000366659","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Pagamenti","Reclamo","1","1000001768"
"Privato","8000366664","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001578"
"Privato","8000366668","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001824"
"Privato","8000366670","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001749"
"Privato","8000366673","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000001654"
"Privato","8000366675","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002076"
"Privato","8000366680","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000000946"
"Privato","8000366682","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002054"
"Privato","8000366685","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001158"
"Privato","8000366686","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000000949"
"Privato","8000366687","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Tariffe/Canoni/Cauzioni","Reclamo","1","1000001032"
"Privato","8000366688","Concluso","Chiuso","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001492"
"Privato","8000366689","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001219"
"Privato","8000366692","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Pagamenti","Reclamo","1","1000001905"
"Privato","8000366698","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000000954"
"Privato","8000366699","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001135"
"Privato","8000366700","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001113"
"Privato","8000366701","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001463"
"Privato","8000366702","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000001831"
"Privato","8000366703","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001995"
"Privato","8000366706","Concluso","Chiuso","Processo Commerciale","Cambio d'uso","ZCAT01/Senza attribuz.","Cambio d'uso","1","1000001348"
"Privato","8000366707","Concluso","Chiuso","Richieste scritte","Richieste info commerciali","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000001827"
"Privato","8000366710","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002061"
"Privato","8000366711","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000000931"
"Privato","8000366712","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000000968"
"Privato","8000366715","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000002022"
"Privato","8000366716","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001294"
"Privato","8000366717","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001418"
"Privato","8000366718","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo fognatura","All. fognario eseguito da cliente","Preventivaz.fognaria","1","1000001445"
"Privato","8000366719","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001906"
"Privato","8000366725","Concluso","Chiuso","Richiesta di Rettifica di Fatturazione","Consumo presunto errato","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000001698"
"Privato","8000366728","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001891"
"Privato","8000366731","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001085"
"Privato","8000366734","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000002011"
"Privato","8000366735","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002002"
"Privato","8000366740","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Preavviso e/o sospensione per morosità","Reclamo","1","1000001656"
"Privato","8000366748","Concluso","Chiuso","Processo Commerciale","Variazione anagrafica","ZCAT01/Senza attribuz.","Variaz.dati anagraf.","1","1000001730"
"Privato","8000366751","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001595"
"Privato","8000366752","Aperto","In lavorazione","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000002043"
"Privato","8000366757","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002042"
"Privato","8000366759","Concluso","Chiuso","Reclami tecnici","Reclami su prestazioni","Eccessiva/scarsa pressione erogazione","Reclamo","1","1000000883"
"Privato","8000366761","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000001971"
"Privato","8000366764","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001764"
"Privato","8000366765","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001112"
"Privato","8000366769","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001573"
"Privato","8000366770","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo fognatura","All. fognario eseguito da cliente","Preventivaz.fognaria","1","1000001797"
"Privato","8000366772","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001700"
"Privato","8000366773","Concluso","Annullato","Richiesta di Rettifica di Fatturazione","Altre casistiche","ZCAT_RECL/Senza attribuz.","Reclamo","1","1000000928"
"Privato","8000366775","Concluso","Chiuso","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001917"
"Privato","8000366778","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000935"
"Privato","8000366779","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000000895"
"Privato","8000366780","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000001168"
"Privato","8000366782","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000987"
"Privato","8000366787","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000001140"
"Privato","8000366789","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000001859"
"Privato","8000366790","Aperto","In attesa intervento","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001746"
"Privato","8000366794","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001197"
"Privato","8000366795","Concluso","Chiuso","Processo Commerciale","Variazione anagrafica","ZCAT01/Senza attribuz.","Variaz.dati anagraf.","1","1000001547"
"Privato","8000366796","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001845"
"Privato","8000366798","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000001045"
"Privato","8000366800","Aperto","In lavorazione","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio senza attivazione","Preventivaz. idrica","1","1000002093"
"Privato","8000366810","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001097"
"Privato","8000366812","Concluso","Chiuso","Reclami commerciali","Reclami su gestione del credito","Pagamenti","Reclamo","1","1000001042"
"Privato","8000366813","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000942"
"Privato","8000366820","Aperto","Gestione modulistica","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001825"
"Privato","8000366823","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001149"
"Privato","8000366824","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001768"
"Privato","8000366825","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000001184"
"Privato","8000366826","Concluso","Chiuso","Richiesta Post Sales","Rifatturazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002089"
"Privato","8000366829","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001979"
"Privato","8000366837","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000002006"
"Privato","8000366842","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001039"
"Privato","8000366845","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000000958"
"Privato","8000366847","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001578"
"Privato","8000366850","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001501"
"Privato","8000366854","Aperto","Nuovo","Richiesta Post Sales","Perdita occulta all'impianto interno","ZCAT01/Senza attribuz.","Depenalizzazione","1","1000001736"
"Privato","8000366856","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001247"
"Privato","8000366859","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001849"
"Privato","8000366863","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001076"
"Privato","8000366864","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001194"
"Privato","8000366866","Concluso","Chiuso","Reclami tecnici","Reclami sulla qualità del servizio","Disservizio su fognature/depuratori","Reclamo","1","1000000966"
"Privato","8000366867","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000000981"
"Privato","8000366869","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001319"
"Privato","8000366877","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Depenalizzazione","Reclamo","1","1000002080"
"Privato","8000366883","Aperto","Nuovo","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002026"
"Privato","8000366886","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001664"
"Privato","8000366891","Aperto","In attesa esecuzione lavori","Processi commerciali","Richiesta preventivo acquedotto","Consulenza","Preventivaz. idrica","1","1000001540"
"Privato","8000366897","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002059"
"Privato","8000366900","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000973"
"Privato","8000366902","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore","Subentro","1","1000001643"
"Privato","8000366904","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001024"
"Privato","8000366908","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001803"
"Privato","8000366909","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001843"
"Privato","8000366910","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001120"
"Privato","8000366919","Aperto","Necessaria operatività","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000001604"
"Privato","8000366921","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001446"
"Privato","8000366922","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001712"
"Privato","8000366924","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001749"
"Privato","8000366925","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001570"
"Privato","8000366926","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001065"
"Privato","8000366936","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001562"
"Privato","8000366938","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Depenalizzazione","Reclamo","1","1000001609"
"Privato","8000366940","Concluso","Chiuso","Richiesta Post Sales","Dimostrato Pagamento","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001782"
"Privato","8000366943","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Mancata lettura","Reclamo","1","1000001926"
"Privato","8000366948","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001033"
"Privato","8000366951","Concluso","Chiuso","Richiesta Post Sales","Dimostrato pagamento / Distacchi","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001373"
"Privato","8000366954","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000000888"
"Privato","8000366955","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001054"
"Privato","8000366959","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001061"
"Privato","8000366962","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000000996"
"Privato","8000366964","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001234"
"Privato","8000366966","Concluso","Annullato","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000001273"
"Privato","8000366970","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001939"
"Privato","8000366971","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001598"
"Privato","8000366973","Aperto","In lavorazione","Gestione Utenza","Richiesta attestato allaccio in fogna","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001479"
"Privato","8000366978","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000935"
"Privato","8000366981","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001517"
"Privato","8000366983","Aperto","Necessaria operatività","Processo Commerciale","Scissione d'utenza","ZCAT01/Senza attribuz.","Scissione d'utenza","1","1000000941"
"Privato","8000366987","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001170"
"Privato","8000366989","Concluso","Chiuso","Richiesta Post Sales","Richiesta rateizzazione","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001953"
"Privato","8000366991","Aperto","Gestione modulistica","Processi commerciali","Subentro","Posa misuratore dopo rimozione morosità","Subentro","1","1000001393"
"Privato","8000366993","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001536"
"Privato","8000366996","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001481"
"Privato","8000367000","Aperto","Gestione modulistica","Processi commerciali","Subentro","Subentro mod portata rimozione morosità","Subentro","1","1000001569"
"Privato","8000367002","Concluso","Chiuso","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001341"
"Privato","8000367003","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001108"
"Privato","8000367009","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000002071"
"Privato","8000367011","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000001679"
"Privato","8000367013","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001037"
"Privato","8000367014","Concluso","Chiuso","Processi commerciali","Nuova attivazione","Nuovo Allaccio","Nuova Attivazione","1","1000001443"
"Privato","8000367016","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001523"
"Privato","8000367019","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000000959"
"Privato","8000367022","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001703"
"Privato","8000367026","Aperto","Gestione modulistica","Processi commerciali","Cessazione","Rimozione Misuratore per richiesta Cliente","Cessazione","1","1000001988"
"Privato","8000367027","Aperto","In lavorazione WFM","Processi commerciali","Richiesta preventivo fognatura","All. fognario eseguito da cliente","Preventivaz.fognaria","1","1000001912"
"Privato","8000367029","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002064"
"Privato","8000367030","Aperto","Gestione modulistica","Processi commerciali","Richiesta preventivo acquedotto","Nuovo allaccio con attivazione","Preventivaz. idrica","1","1000000949"
"Privato","8000367031","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002052"
"Privato","8000367034","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001375"
"Privato","8000367035","Concluso","Chiuso","Richiesta Post Sales","Inserimento lettura","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002039"
"Privato","8000367046","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002004"
"Privato","8000367053","Aperto","In lavorazione","Gestione Utenza","Sostituzione contatore guasto","ZCAT01/Senza attribuz.","Gestione Utenza","1","1000001633"
"Privato","8000367054","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002041"
"Privato","8000367055","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002032"
"Privato","8000367056","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000001223"
"Privato","8000367059","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000002002"
"Privato","8000367067","Concluso","Chiuso","Processo Commerciale","Voltura","ZCAT01/Senza attribuz.","Voltura","1","1000001435"
"Privato","8000367073","Concluso","Chiuso","Reclami commerciali","Reclami su prestazioni","Mancanza e/o ritardo nella prestazione","Reclamo","1","1000001864"
"Privato","8000367076","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001909"
"Privato","8000367077","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001096"
"Privato","8000367083","Concluso","Chiuso","Reclami commerciali","Reclami su fatturazione","Altre casistiche","Reclamo","1","1000001257"
"Privato","8000367084","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001391"
"Privato","8000367088","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001933"
"Privato","8000367092","Concluso","Chiuso","Richiesta Post Sales","Ristampa fattura + stampa bollettino","ZCAT01/Senza attribuz.","Richiesta Post Sales","1","1000001189"
